loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util,annual_inc_range,loan_amnt_range,int_rate_range,revol_util_range,dti_range
25000, 60 months,14.27,C,60000,1,debt_consolidation,20.68,0,64.6,50k-75k,20k-25k,12.5-15,60-80,20-25%
3000, 36 months,12.42,B,81996,0,other,23.65,0,71.2,75k-100k,0-5k,10-12.5,60-80,20-25%
7875, 60 months,17.27,D,38400,1,car,10.28,0,70.1,25k-50k,5k-10k,15+,60-80,10-15%
10000, 36 months,11.71,B,39600,0,debt_consolidation,10.48,1,66.9,25k-50k,5k-10k,10-12.5,60-80,10-15%
5600, 36 months,7.51,A,43000,0,debt_consolidation,20.51,0,34.8,25k-50k,5k-10k,7.5-10,20-40,20-25%
12300, 36 months,7.51,A,45000,1,debt_consolidation,22.29,0,79.1,25k-50k,10k-15k,7.5-10,60-80,20-25%
6000, 36 months,10.65,B,65000,0,debt_consolidation,24.57,0,45.3,50k-75k,5k-10k,10-12.5,40-60,20-25%
14550, 36 months,11.71,B,45000,0,credit_card,15.6,0,93.1,25k-50k,10k-15k,10-12.5,80+,15-20%
25600, 36 months,15.96,C,122000,0,debt_consolidation,18.01,0,74.3,100k+,25k+,15+,60-80,15-20%
7000, 60 months,14.27,C,45996,1,other,12.18,0,67.1,25k-50k,5k-10k,12.5-15,60-80,10-15%
9000, 36 months,7.9,A,59000,0,debt_consolidation,12.26,0,91.3,50k-75k,5k-10k,7.5-10,80+,10-15%
8000, 36 months,16.29,D,48000,0,debt_consolidation,15.53,0,94.9,25k-50k,5k-10k,15+,80+,15-20%
6500, 36 months,14.27,C,48500,0,debt_consolidation,11.36,0,62.31,25k-50k,5k-10k,12.5-15,60-80,10-15%
4000, 36 months,14.27,C,36000,0,debt_consolidation,1.37,0,48.1,25k-50k,0-5k,12.5-15,40-60,0-5%
7000, 36 months,6.62,A,33000,0,debt_consolidation,9.27,0,59.7,25k-50k,5k-10k,0-7.5,40-60,5-10%
15000, 36 months,15.96,C,48000,0,credit_card,14.78,0,91.9,25k-50k,10k-15k,15+,80+,10-15%
9925, 36 months,6.62,A,24000,0,debt_consolidation,20.95,0,60.3,0-25k,5k-10k,0-7.5,60-80,20-25%
15850, 60 months,17.27,D,28000,1,credit_card,15.9,0,65.3,25k-50k,15k-20k,15+,60-80,15-20%
1325, 36 months,6.62,A,39456,0,other,26.22,0,43.8,25k-50k,0-5k,0-7.5,40-60,25%+
6000, 36 months,7.51,A,30000,0,credit_card,22.12,0,54.2,25k-50k,5k-10k,7.5-10,40-60,20-25%
15000, 36 months,15.96,C,135000,0,credit_card,6.86,0,24.9,100k+,10k-15k,15+,20-40,5-10%
10000, 36 months,15.27,C,64000,0,debt_consolidation,3.64,1,69.1,50k-75k,5k-10k,15+,60-80,0-5%
3000, 36 months,7.9,A,35004,0,debt_consolidation,15.7,0,14.6,25k-50k,0-5k,7.5-10,0-20,15-20%
12000, 60 months,19.03,E,34000,1,debt_consolidation,13.41,0,49.4,25k-50k,10k-15k,15+,40-60,10-15%
6325, 36 months,10.65,B,55000,0,debt_consolidation,3.77,0,21.6,50k-75k,5k-10k,10-12.5,20-40,0-5%
10000, 36 months,6.03,A,79992,0,debt_consolidation,12.21,0,17.4,75k-100k,5k-10k,0-7.5,0-20,10-15%
12000, 36 months,8.9,A,65000,0,wedding,10.28,0,45.1,50k-75k,10k-15k,7.5-10,40-60,10-15%
4000, 36 months,10.65,B,12000,0,other,8.9,0,45.3,0-25k,0-5k,10-12.5,40-60,5-10%
6500, 36 months,12.42,B,97296,0,debt_consolidation,11.66,0,49.8,75k-100k,5k-10k,10-12.5,40-60,10-15%
29700, 60 months,17.27,D,58500,1,small_business,11.49,0,15.8,50k-75k,25k+,15+,0-20,10-15%
4000, 36 months,11.71,B,37620,0,debt_consolidation,22.07,0,25.4,25k-50k,0-5k,10-12.5,20-40,20-25%
20000, 36 months,6.62,A,55000,0,small_business,5.04,0,19.9,50k-75k,15k-20k,0-7.5,0-20,5-10%
6500, 36 months,13.49,C,25000,0,other,21.89,0,0,0-25k,5k-10k,12.5-15,,20-25%
19750, 60 months,13.49,C,60000,1,credit_card,8.8,0,60.4,50k-75k,15k-20k,12.5-15,60-80,5-10%
9000, 36 months,12.69,B,80000,0,credit_card,18.38,0,86.8,75k-100k,5k-10k,12.5-15,80+,15-20%
14400, 60 months,11.71,B,84000,0,car,10.5,0,41.6,75k-100k,10k-15k,10-12.5,40-60,10-15%
24250, 60 months,24.11,G,108000,0,credit_card,12.27,0,99,100k+,20k-25k,15+,80+,10-15%
15000, 60 months,13.49,C,30000,0,debt_consolidation,18.84,0,48.1,25k-50k,10k-15k,12.5-15,40-60,15-20%
10000, 36 months,13.49,C,75000,0,debt_consolidation,4.85,0,55.2,50k-75k,5k-10k,12.5-15,40-60,0-5%
12000, 36 months,12.69,B,80000,0,debt_consolidation,18.34,0,71.1,75k-100k,10k-15k,12.5-15,60-80,15-20%
5500, 36 months,12.69,B,20000,0,debt_consolidation,21.3,0,88.5,0-25k,5k-10k,12.5-15,80+,20-25%
4000, 36 months,12.42,B,36000,0,debt_consolidation,15.13,0,50,25k-50k,0-5k,10-12.5,40-60,15-20%
8000, 36 months,7.51,A,51400,0,debt_consolidation,1.77,0,16,50k-75k,5k-10k,7.5-10,0-20,0-5%
25975, 60 months,18.64,E,46000,1,debt_consolidation,11.8,0,94.6,25k-50k,25k+,15+,80+,10-15%
25000, 60 months,17.58,D,76000,0,credit_card,18.85,0,60.1,75k-100k,20k-25k,15+,60-80,15-20%
30000, 60 months,14.27,C,70000,0,debt_consolidation,17.98,0,68.1,50k-75k,25k+,12.5-15,60-80,15-20%
13000, 60 months,9.91,B,26004,0,other,1.8,0,21.4,25k-50k,10k-15k,7.5-10,20-40,0-5%
15200, 36 months,15.27,C,96000,1,other,22.19,0,90.5,75k-100k,15k-20k,15+,80+,20-25%
16000, 60 months,11.71,B,84855,0,home_improvement,6.56,0,12.4,75k-100k,15k-20k,10-12.5,0-20,5-10%
10000, 36 months,10.65,B,85000,0,debt_consolidation,12.16,0,66.9,75k-100k,5k-10k,10-12.5,60-80,10-15%
28100, 60 months,17.58,D,57200,0,debt_consolidation,23.1,0,74.7,50k-75k,25k+,15+,60-80,20-25%
15000, 36 months,16.77,D,95000,0,debt_consolidation,7.29,0,84.6,75k-100k,10k-15k,15+,80+,5-10%
12000, 36 months,11.71,B,48000,0,debt_consolidation,8.85,0,81.8,25k-50k,10k-15k,10-12.5,80+,5-10%
6000, 36 months,7.51,A,25000,0,credit_card,21.22,0,53.8,0-25k,5k-10k,7.5-10,40-60,20-25%
30000, 60 months,19.91,E,90000,0,debt_consolidation,4.31,0,67.4,75k-100k,25k+,15+,60-80,0-5%
8000, 36 months,6.03,A,86400,0,car,7.32,0,5.5,75k-100k,5k-10k,0-7.5,0-20,5-10%
5000, 36 months,14.27,C,78500,0,debt_consolidation,9.58,0,36.3,75k-100k,0-5k,12.5-15,20-40,5-10%
22000, 36 months,7.9,A,80000,0,debt_consolidation,16.14,0,80.4,75k-100k,20k-25k,7.5-10,80+,15-20%
21000, 60 months,12.42,B,85000,0,debt_consolidation,8.84,0,46.4,75k-100k,20k-25k,10-12.5,40-60,5-10%
5000, 36 months,7.51,A,55000,0,debt_consolidation,28.21,0,59.9,50k-75k,0-5k,7.5-10,40-60,25%+
6250, 36 months,12.69,B,25899,0,debt_consolidation,23.26,0,61,25k-50k,5k-10k,12.5-15,60-80,20-25%
28000, 36 months,7.9,A,120000,0,debt_consolidation,9.81,0,21.5,100k+,25k+,7.5-10,20-40,5-10%
6800, 36 months,10.65,B,57000,0,credit_card,18.63,0,87.2,50k-75k,5k-10k,10-12.5,80+,15-20%
12000, 36 months,11.71,B,86496,0,debt_consolidation,14.19,0,85,75k-100k,10k-15k,10-12.5,80+,10-15%
20000, 60 months,14.27,C,83000,0,debt_consolidation,10.08,0,81.8,75k-100k,15k-20k,12.5-15,80+,10-15%
16800, 36 months,12.42,B,97000,0,debt_consolidation,15.75,0,82.1,75k-100k,15k-20k,10-12.5,80+,15-20%
30000, 60 months,18.64,E,105000,0,credit_card,12.69,0,51.1,100k+,25k+,15+,40-60,10-15%
9000, 36 months,10.65,B,52000,0,debt_consolidation,9.65,0,72.9,50k-75k,5k-10k,10-12.5,60-80,5-10%
5200, 36 months,9.91,B,36000,0,credit_card,22.67,0,87.8,25k-50k,5k-10k,7.5-10,80+,20-25%
6000, 36 months,16.77,D,42000,0,debt_consolidation,6.83,0,93.8,25k-50k,5k-10k,15+,80+,5-10%
15600, 36 months,12.69,B,60000,0,credit_card,11.42,0,72,50k-75k,15k-20k,12.5-15,60-80,10-15%
18000, 60 months,13.49,C,52000,0,debt_consolidation,17.77,0,68.7,50k-75k,15k-20k,12.5-15,60-80,15-20%
11325, 36 months,9.91,B,29000,0,debt_consolidation,16.8,0,86.2,25k-50k,10k-15k,7.5-10,80+,15-20%
14000, 36 months,14.65,C,53000,0,debt_consolidation,22.89,0,91.3,50k-75k,10k-15k,12.5-15,80+,20-25%
13975, 36 months,8.9,A,42000,0,credit_card,17.06,0,59.3,25k-50k,10k-15k,7.5-10,40-60,15-20%
24000, 36 months,7.9,A,62004,0,debt_consolidation,10.92,0,82.7,50k-75k,20k-25k,7.5-10,80+,10-15%
7000, 36 months,7.9,A,48000,0,debt_consolidation,15.38,0,56.1,25k-50k,5k-10k,7.5-10,40-60,15-20%
6000, 36 months,12.42,B,39996,0,other,18.84,0,33.4,25k-50k,5k-10k,10-12.5,20-40,15-20%
14000, 36 months,12.42,B,52000,0,debt_consolidation,13.82,0,78.6,50k-75k,10k-15k,10-12.5,60-80,10-15%
13800, 60 months,11.71,B,109000,0,small_business,4.44,0,55.2,100k+,10k-15k,10-12.5,40-60,0-5%
24000, 60 months,14.65,C,90000,1,debt_consolidation,17.15,0,56.3,75k-100k,20k-25k,12.5-15,40-60,15-20%
18000, 60 months,11.71,B,40000,0,major_purchase,2.1,0,12.5,25k-50k,15k-20k,10-12.5,0-20,0-5%
8000, 36 months,12.69,B,36000,1,debt_consolidation,11.13,0,82,25k-50k,5k-10k,12.5-15,80+,10-15%
1000, 36 months,10.65,B,12000,0,moving,4,0,28.3,0-25k,0-5k,10-12.5,20-40,0-5%
5000, 36 months,6.62,A,30000,0,wedding,13.76,0,84.5,25k-50k,0-5k,0-7.5,80+,10-15%
8500, 60 months,17.58,D,75000,0,debt_consolidation,8.4,0,91,50k-75k,5k-10k,15+,80+,5-10%
10000, 36 months,16.77,D,45000,0,credit_card,8.43,0,95.9,25k-50k,5k-10k,15+,80+,5-10%
6000, 36 months,7.9,A,139200,0,car,20.09,0,43.4,100k+,5k-10k,7.5-10,40-60,20-25%
30000, 36 months,19.42,E,90000,0,debt_consolidation,7.95,0,75.1,75k-100k,25k+,15+,60-80,5-10%
16000, 36 months,6.62,A,100000,0,debt_consolidation,9.77,0,37.6,75k-100k,15k-20k,0-7.5,20-40,5-10%
12000, 36 months,16.29,D,125000,1,credit_card,6.1,0,44.2,100k+,10k-15k,15+,40-60,5-10%
5000, 36 months,9.91,B,31000,0,moving,19.01,0,43.4,25k-50k,0-5k,7.5-10,40-60,15-20%
13000, 36 months,12.69,B,118000,1,credit_card,6.33,0,89.8,100k+,10k-15k,12.5-15,80+,5-10%
11200, 36 months,10.65,B,83000,0,credit_card,10.15,0,55.7,75k-100k,10k-15k,10-12.5,40-60,10-15%
12000, 60 months,17.27,D,36048,0,debt_consolidation,20.51,0,19.5,25k-50k,10k-15k,15+,0-20,20-25%
15000, 60 months,18.25,D,50004,1,debt_consolidation,21.41,0,47.7,50k-75k,10k-15k,15+,40-60,20-25%
3200, 36 months,12.69,B,54000,0,debt_consolidation,4.71,0,49.2,50k-75k,0-5k,12.5-15,40-60,0-5%
6000, 36 months,12.42,B,30000,1,debt_consolidation,8.92,0,63,25k-50k,5k-10k,10-12.5,60-80,5-10%
3100, 36 months,11.71,B,20000,0,credit_card,21.78,0,85.3,0-25k,0-5k,10-12.5,80+,20-25%
5000, 36 months,9.91,B,25000,0,medical,23.18,0,31.5,0-25k,0-5k,7.5-10,20-40,20-25%
25000, 36 months,12.69,B,80000,0,debt_consolidation,9.33,0,73.1,75k-100k,20k-25k,12.5-15,60-80,5-10%
8800, 36 months,6.03,A,135000,0,home_improvement,8.85,0,11,100k+,5k-10k,0-7.5,0-20,5-10%
6000, 36 months,14.27,C,55000,0,debt_consolidation,24.55,0,80.5,50k-75k,5k-10k,12.5-15,80+,20-25%
12000, 36 months,14.65,C,36888,0,small_business,15.45,0,51.6,25k-50k,10k-15k,12.5-15,40-60,15-20%
8000, 36 months,15.96,C,48500,0,debt_consolidation,23.51,0,87,25k-50k,5k-10k,15+,80+,20-25%
10000, 36 months,11.71,B,32000,0,debt_consolidation,17.63,0,96.4,25k-50k,5k-10k,10-12.5,80+,15-20%
19075, 60 months,17.58,D,41500,1,debt_consolidation,23.91,0,70.7,25k-50k,15k-20k,15+,60-80,20-25%
3000, 36 months,8.9,A,61160,1,moving,8.24,1,0.8,50k-75k,0-5k,7.5-10,0-20,5-10%
5000, 36 months,14.27,C,60000,0,debt_consolidation,17,0,64.9,50k-75k,0-5k,12.5-15,60-80,15-20%
10625, 36 months,12.42,B,30000,0,credit_card,23.36,0,91.1,25k-50k,10k-15k,10-12.5,80+,20-25%
12000, 36 months,11.71,B,50000,0,debt_consolidation,18.31,0,64.6,25k-50k,10k-15k,10-12.5,60-80,15-20%
9750, 36 months,16.77,D,24300,0,debt_consolidation,12.74,0,63.5,0-25k,5k-10k,15+,60-80,10-15%
12000, 36 months,17.27,D,50000,0,other,18.77,0,80,25k-50k,10k-15k,15+,60-80,15-20%
21600, 36 months,19.03,E,120000,0,debt_consolidation,9.71,0,81.3,100k+,20k-25k,15+,80+,5-10%
6000, 36 months,8.9,A,26400,0,home_improvement,8.91,0,62.5,25k-50k,5k-10k,7.5-10,60-80,5-10%
25450, 60 months,21.28,F,82000,0,major_purchase,20.9,0,77.5,75k-100k,25k+,15+,60-80,20-25%
3575, 36 months,7.51,A,45000,0,debt_consolidation,14.59,0,9.7,25k-50k,0-5k,7.5-10,0-20,10-15%
12000, 36 months,12.42,B,55000,0,credit_card,14.18,0,78.8,50k-75k,10k-15k,10-12.5,60-80,10-15%
3000, 36 months,11.71,B,30000,0,credit_card,10.68,0,16.6,25k-50k,0-5k,10-12.5,0-20,10-15%
7000, 36 months,8.9,A,45000,1,other,6.13,0,27.7,25k-50k,5k-10k,7.5-10,20-40,5-10%
21000, 36 months,11.71,B,60000,0,home_improvement,3,0,62.8,50k-75k,20k-25k,10-12.5,60-80,0-5%
12000, 60 months,14.27,C,68000,1,debt_consolidation,9.35,0,67.6,50k-75k,10k-15k,12.5-15,60-80,5-10%
6075, 36 months,6.03,A,79200,0,debt_consolidation,10.17,0,35.8,75k-100k,5k-10k,0-7.5,20-40,10-15%
5000, 36 months,11.71,B,43000,0,other,13.48,0,50.1,25k-50k,0-5k,10-12.5,40-60,10-15%
10400, 36 months,15.27,C,38004,1,debt_consolidation,19.58,0,63.2,25k-50k,10k-15k,15+,60-80,15-20%
8000, 36 months,15.96,C,42000,0,debt_consolidation,12.34,0,98.8,25k-50k,5k-10k,15+,80+,10-15%
11000, 36 months,12.42,B,85000,0,credit_card,18.17,0,87.7,75k-100k,10k-15k,10-12.5,80+,15-20%
12000, 36 months,14.27,C,75000,0,credit_card,24.56,0,93.5,50k-75k,10k-15k,12.5-15,80+,20-25%
12000, 36 months,6.62,A,90000,0,debt_consolidation,12.09,0,33.1,75k-100k,10k-15k,0-7.5,20-40,10-15%
11100, 60 months,15.96,C,50000,0,debt_consolidation,24.12,0,73.7,25k-50k,10k-15k,15+,60-80,20-25%
20000, 36 months,18.64,E,61000,0,debt_consolidation,12.28,0,70.3,50k-75k,15k-20k,15+,60-80,10-15%
3000, 36 months,10.65,B,40000,1,debt_consolidation,8.58,0,73.8,25k-50k,0-5k,10-12.5,60-80,5-10%
15075, 36 months,15.27,C,37000,1,debt_consolidation,20.5,0,72.2,25k-50k,15k-20k,15+,60-80,20-25%
15000, 36 months,17.27,D,90000,0,credit_card,5.84,0,66.5,75k-100k,10k-15k,15+,60-80,5-10%
24000, 36 months,17.58,D,80500,0,credit_card,14.33,0,73.2,75k-100k,20k-25k,15+,60-80,10-15%
8500, 36 months,10.65,B,50000,0,debt_consolidation,16.32,0,34.4,25k-50k,5k-10k,10-12.5,20-40,15-20%
28000, 60 months,18.64,E,120000,1,debt_consolidation,10.18,0,92.7,100k+,25k+,15+,80+,10-15%
23000, 60 months,18.64,E,62000,0,debt_consolidation,21.17,0,72.3,50k-75k,20k-25k,15+,60-80,20-25%
5500, 36 months,9.91,B,59000,0,debt_consolidation,8.75,0,17.5,50k-75k,5k-10k,7.5-10,0-20,5-10%
15000, 36 months,22.35,F,67000,1,debt_consolidation,17.57,0,99.8,50k-75k,10k-15k,15+,80+,15-20%
8875, 36 months,14.65,C,33000,0,wedding,21.16,0,41.8,25k-50k,5k-10k,12.5-15,40-60,20-25%
8000, 36 months,9.91,B,30000,1,moving,3.88,0,18.2,25k-50k,5k-10k,7.5-10,0-20,0-5%
4500, 36 months,14.27,C,55000,1,debt_consolidation,18.92,0,66.8,50k-75k,0-5k,12.5-15,60-80,15-20%
10000, 36 months,13.49,C,25000,0,credit_card,10.32,0,51,0-25k,5k-10k,12.5-15,40-60,10-15%
18650, 36 months,7.9,A,50000,0,credit_card,21.62,0,55.9,25k-50k,15k-20k,7.5-10,40-60,20-25%
23700, 60 months,17.58,D,105842,0,credit_card,13.17,0,92.6,100k+,20k-25k,15+,80+,10-15%
6400, 36 months,7.51,A,76800,0,major_purchase,9.58,0,38.1,75k-100k,5k-10k,7.5-10,20-40,5-10%
7000, 60 months,18.64,E,33000,0,other,8.8,0,27.8,25k-50k,5k-10k,15+,20-40,5-10%
3500, 36 months,14.27,C,34000,0,debt_consolidation,20.19,0,70.2,25k-50k,0-5k,12.5-15,60-80,20-25%
10200, 36 months,7.9,A,65000,0,other,16.98,0,38.4,50k-75k,10k-15k,7.5-10,20-40,15-20%
12000, 36 months,12.42,B,69600,1,wedding,19.09,0,69.2,50k-75k,10k-15k,10-12.5,60-80,15-20%
9000, 36 months,11.71,B,35000,1,debt_consolidation,6.38,0,91,25k-50k,5k-10k,10-12.5,80+,5-10%
4000, 36 months,12.69,B,43000,0,debt_consolidation,17.11,0,52.5,25k-50k,0-5k,12.5-15,40-60,15-20%
20000, 60 months,17.58,D,120000,0,credit_card,11.05,0,74.7,100k+,15k-20k,15+,60-80,10-15%
5000, 36 months,9.91,B,55000,0,other,6.98,0,93.8,50k-75k,0-5k,7.5-10,80+,5-10%
20000, 60 months,13.49,C,40000,1,debt_consolidation,23.31,0,80.8,25k-50k,15k-20k,12.5-15,80+,20-25%
7200, 36 months,6.62,A,71000,0,other,11.46,0,51,50k-75k,5k-10k,0-7.5,40-60,10-15%
5500, 36 months,7.51,A,63000,0,other,5.56,0,20.1,50k-75k,5k-10k,7.5-10,20-40,5-10%
3000, 36 months,10.65,B,30000,0,major_purchase,17.96,0,35,25k-50k,0-5k,10-12.5,20-40,15-20%
9000, 36 months,16.77,D,40000,0,credit_card,16.74,0,67.4,25k-50k,5k-10k,15+,60-80,15-20%
9000, 36 months,8.9,A,80000,0,debt_consolidation,3.3,0,40.2,75k-100k,5k-10k,7.5-10,40-60,0-5%
6000, 36 months,7.9,A,34000,0,debt_consolidation,5.54,0,77.3,25k-50k,5k-10k,7.5-10,60-80,5-10%
4000, 36 months,6.62,A,80000,0,home_improvement,10.48,0,10,75k-100k,0-5k,0-7.5,0-20,10-15%
21200, 60 months,18.25,D,57250,0,debt_consolidation,23.25,0,85.3,50k-75k,20k-25k,15+,80+,20-25%
12000, 36 months,11.71,B,38000,0,debt_consolidation,4.67,0,7.4,25k-50k,10k-15k,10-12.5,0-20,0-5%
17000, 36 months,12.42,B,76788,0,home_improvement,10.06,0,28.1,75k-100k,15k-20k,10-12.5,20-40,10-15%
20000, 36 months,7.51,A,59000,0,other,10.54,0,18.9,50k-75k,15k-20k,7.5-10,0-20,10-15%
7700, 36 months,8.9,A,24000,0,credit_card,18.3,0,86.1,0-25k,5k-10k,7.5-10,80+,15-20%
14000, 60 months,17.58,D,71000,0,debt_consolidation,11.65,0,23.3,50k-75k,10k-15k,15+,20-40,10-15%
10000, 36 months,12.42,B,40000,0,debt_consolidation,8.55,0,75.4,25k-50k,5k-10k,10-12.5,60-80,5-10%
6475, 36 months,9.91,B,25000,0,debt_consolidation,22.51,0,83.1,0-25k,5k-10k,7.5-10,80+,20-25%
12000, 60 months,19.91,E,65000,1,debt_consolidation,14.38,0,93.7,50k-75k,10k-15k,15+,80+,10-15%
15600, 36 months,6.03,A,73000,0,debt_consolidation,18.49,0,13.1,50k-75k,15k-20k,0-7.5,0-20,15-20%
25000, 36 months,15.96,C,110000,0,debt_consolidation,8.21,0,75.3,100k+,20k-25k,15+,60-80,5-10%
14400, 36 months,14.27,C,108060,0,credit_card,7.7,0,60.4,100k+,10k-15k,12.5-15,60-80,5-10%
18000, 36 months,7.9,A,43000,0,debt_consolidation,23.13,0,60.7,25k-50k,15k-20k,7.5-10,60-80,20-25%
4000, 36 months,6.03,A,89000,0,debt_consolidation,9.01,0,7.9,75k-100k,0-5k,0-7.5,0-20,5-10%
30000, 60 months,18.64,E,90960,0,debt_consolidation,15.58,0,50.4,75k-100k,25k+,15+,40-60,15-20%
12000, 36 months,7.51,A,90000,0,debt_consolidation,11.91,0,35.8,75k-100k,10k-15k,7.5-10,20-40,10-15%
10000, 36 months,7.51,A,94800,0,medical,13.08,0,62.5,75k-100k,5k-10k,7.5-10,60-80,10-15%
5000, 36 months,15.96,C,100000,0,home_improvement,18.53,0,98.8,75k-100k,0-5k,15+,80+,15-20%
8000, 36 months,8.9,A,19200,0,credit_card,14.75,0,59.9,0-25k,5k-10k,7.5-10,40-60,10-15%
17375, 36 months,14.27,C,48000,0,home_improvement,19.15,0,60.1,25k-50k,15k-20k,12.5-15,60-80,15-20%
2500, 36 months,10.65,B,15600,0,moving,20.08,0,23.7,0-25k,0-5k,10-12.5,20-40,20-25%
6000, 36 months,6.03,A,70000,0,debt_consolidation,12.15,0,5.8,50k-75k,5k-10k,0-7.5,0-20,10-15%
15000, 36 months,16.77,D,59000,0,debt_consolidation,16.45,0,55.5,50k-75k,10k-15k,15+,40-60,15-20%
18500, 36 months,12.42,B,91000,0,debt_consolidation,11.29,0,56.9,75k-100k,15k-20k,10-12.5,40-60,10-15%
6000, 36 months,10.65,B,40000,0,debt_consolidation,8.1,0,23.4,25k-50k,5k-10k,10-12.5,20-40,5-10%
15000, 36 months,10.65,B,62000,0,debt_consolidation,13.14,0,47.5,50k-75k,10k-15k,10-12.5,40-60,10-15%
4800, 36 months,12.42,B,108000,0,car,9.64,0,79.5,100k+,0-5k,10-12.5,60-80,5-10%
20000, 36 months,12.42,B,90000,0,home_improvement,8.41,0,39.1,75k-100k,15k-20k,10-12.5,20-40,5-10%
29000, 60 months,12.69,B,96000,0,debt_consolidation,12.88,0,75.8,75k-100k,25k+,12.5-15,60-80,10-15%
14125, 60 months,15.27,C,39500,0,debt_consolidation,23.54,0,65.8,25k-50k,10k-15k,15+,60-80,20-25%
17625, 60 months,20.3,E,36000,1,debt_consolidation,19.17,0,85.1,25k-50k,15k-20k,15+,80+,15-20%
5000, 36 months,12.69,B,33000,0,moving,14.8,0,77.9,25k-50k,0-5k,12.5-15,60-80,10-15%
10000, 36 months,6.62,A,70360,0,credit_card,8.29,0,70.1,50k-75k,5k-10k,0-7.5,60-80,5-10%
10000, 36 months,6.03,A,120000,0,small_business,4.85,0,21.5,100k+,5k-10k,0-7.5,20-40,0-5%
2400, 36 months,11.71,B,30000,0,debt_consolidation,1.6,0,45.6,25k-50k,0-5k,10-12.5,40-60,0-5%
4000, 36 months,7.9,A,57500,0,debt_consolidation,9.75,0,32.4,50k-75k,0-5k,7.5-10,20-40,5-10%
12000, 36 months,6.03,A,41053,0,debt_consolidation,6.17,0,18.1,25k-50k,10k-15k,0-7.5,0-20,5-10%
24000, 60 months,12.69,B,85000,1,credit_card,25.54,0,96,75k-100k,20k-25k,12.5-15,80+,25%+
4000, 60 months,19.03,E,54996,0,debt_consolidation,7.2,0,99.1,50k-75k,0-5k,15+,80+,5-10%
10000, 36 months,16.29,D,80000,1,debt_consolidation,14.01,0,72.9,75k-100k,5k-10k,15+,60-80,10-15%
15000, 36 months,10.65,B,69000,0,credit_card,21.58,0,47.8,50k-75k,10k-15k,10-12.5,40-60,20-25%
10000, 36 months,12.69,B,98000,0,other,17.51,0,91.5,75k-100k,5k-10k,12.5-15,80+,15-20%
1000, 36 months,19.03,E,38000,1,debt_consolidation,15.54,0,99.2,25k-50k,0-5k,15+,80+,15-20%
10075, 36 months,16.29,D,56000,0,debt_consolidation,16.46,0,86,50k-75k,10k-15k,15+,80+,15-20%
19400, 60 months,20.3,E,65000,1,small_business,4.69,0,73.5,50k-75k,15k-20k,15+,60-80,0-5%
22400, 36 months,12.69,B,73000,0,debt_consolidation,14.19,0,91.8,50k-75k,20k-25k,12.5-15,80+,10-15%
20000, 36 months,13.49,C,50000,0,debt_consolidation,17.16,0,86.2,25k-50k,15k-20k,12.5-15,80+,15-20%
25000, 60 months,17.58,D,75000,0,credit_card,12.96,0,60.1,50k-75k,20k-25k,15+,60-80,10-15%
15000, 36 months,6.62,A,80000,0,other,1.16,0,9.4,75k-100k,10k-15k,0-7.5,0-20,0-5%
30000, 60 months,13.49,C,75000,0,house,22.85,0,26.2,50k-75k,25k+,12.5-15,20-40,20-25%
22000, 60 months,20.89,F,63000,1,debt_consolidation,6.27,0,71.5,50k-75k,20k-25k,15+,60-80,5-10%
21000, 60 months,16.77,D,125000,0,debt_consolidation,13.69,0,52.7,100k+,20k-25k,15+,40-60,10-15%
22500, 60 months,14.27,C,45000,0,debt_consolidation,20.56,0,67.2,25k-50k,20k-25k,12.5-15,60-80,20-25%
5000, 36 months,7.51,A,45000,0,major_purchase,12.37,0,62.4,25k-50k,0-5k,7.5-10,60-80,10-15%
9600, 36 months,7.9,A,54000,0,small_business,6.8,0,62.8,50k-75k,5k-10k,7.5-10,60-80,5-10%
4500, 36 months,6.03,A,58947,0,debt_consolidation,10.99,0,42.9,50k-75k,0-5k,0-7.5,40-60,10-15%
3000, 36 months,14.65,C,68000,0,debt_consolidation,5.19,0,17.8,50k-75k,0-5k,12.5-15,0-20,5-10%
16100, 60 months,20.89,F,55000,0,debt_consolidation,22.32,0,95.9,50k-75k,15k-20k,15+,80+,20-25%
18200, 36 months,18.25,D,59800.55,0,credit_card,10.07,0,85.7,50k-75k,15k-20k,15+,80+,10-15%
15000, 36 months,9.91,B,55000,0,debt_consolidation,16.73,0,69,50k-75k,10k-15k,7.5-10,60-80,15-20%
10000, 36 months,6.62,A,98280,0,credit_card,6.04,0,1.8,75k-100k,5k-10k,0-7.5,0-20,5-10%
8500, 36 months,8.9,A,47000,0,debt_consolidation,18.28,0,36.8,25k-50k,5k-10k,7.5-10,20-40,15-20%
1800, 36 months,11.71,B,49000,0,medical,15.33,1,42.2,25k-50k,0-5k,10-12.5,40-60,15-20%
14000, 36 months,12.69,B,45000,0,credit_card,15.89,0,63.1,25k-50k,10k-15k,12.5-15,60-80,15-20%
3000, 36 months,16.77,D,59100,1,car,12.87,0,0,50k-75k,0-5k,15+,,10-15%
17200, 36 months,17.58,D,95000,0,debt_consolidation,8.98,0,75.7,75k-100k,15k-20k,15+,60-80,5-10%
6000, 36 months,9.91,B,45000,0,debt_consolidation,11.57,0,31.4,25k-50k,5k-10k,7.5-10,20-40,10-15%
