id,loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util
753,16500, 36 months,16.77,D,110000,0,debt_consolidation,10.22,0,70.2
754,3250, 36 months,12.42,B,16000,0,debt_consolidation,19.13,0,70.8
755,7000, 36 months,7.9,A,38400,0,credit_card,9.34,0,26.5
756,24000, 36 months,11.71,B,80000,0,debt_consolidation,13.26,0,66.4
757,13200, 36 months,16.77,D,80952,0,credit_card,12.79,0,84.1
758,22750, 36 months,8.9,A,65000,0,debt_consolidation,10.45,0,52.8
759,12000, 36 months,8.9,A,70000,0,debt_consolidation,6.02,0,50
760,1200, 36 months,12.69,B,34000,1,vacation,13.41,0,94.2
761,4800, 36 months,8.9,A,35000,0,debt_consolidation,14.95,0,49.7
762,18000, 60 months,20.89,F,60000,0,debt_consolidation,20.74,0,94.7
763,7200, 36 months,8.9,A,35000,0,debt_consolidation,15.02,0,68.1
764,15000, 36 months,9.91,B,35000,0,debt_consolidation,15.15,0,52.9
765,10500, 36 months,15.27,C,60000,0,debt_consolidation,9.92,0,80.7
766,15000, 60 months,17.27,D,75000,0,other,16.21,0,74.9
767,5000, 36 months,7.9,A,66000,1,small_business,7.75,0,47.9
768,12800, 60 months,13.49,C,77000,0,debt_consolidation,8.74,0,70.1
769,4000, 36 months,8.9,A,62000,0,small_business,13.16,0,52.3
770,14000, 60 months,12.42,B,73000,0,debt_consolidation,18.84,0,52
771,27000, 36 months,11.71,B,130000,0,debt_consolidation,8.13,0,70.1
772,15000, 36 months,12.42,B,61000,0,debt_consolidation,17.35,0,86.4
773,2400, 36 months,14.27,C,25000,0,debt_consolidation,17.71,0,35.2
774,5900, 36 months,12.42,B,14400,0,debt_consolidation,6.17,0,46.4
775,5000, 36 months,11.71,B,70000,0,credit_card,13.78,0,36.1
776,13250, 36 months,17.58,D,35000,1,debt_consolidation,18.55,0,76.5
777,12600, 60 months,14.27,C,43200,0,debt_consolidation,18.61,0,52.5
778,20000, 36 months,11.71,B,125000,0,debt_consolidation,14.95,0,56.8
779,18000, 36 months,7.9,A,80000,0,credit_card,20.05,0,78.4
780,19200, 36 months,16.77,D,87500,0,debt_consolidation,13.56,0,73.7
781,7000, 36 months,11.71,B,22000,0,debt_consolidation,17.45,0,25.7
782,25000, 60 months,15.96,C,80000,0,debt_consolidation,4.71,0,87.8
783,10000, 36 months,6.03,A,70000,0,other,12.29,0,12.8
784,23000, 36 months,9.91,B,63208,0,debt_consolidation,19.61,0,38.5
785,6750, 36 months,17.27,D,48000,0,small_business,1,0,4.8
786,10000, 36 months,10.65,B,45500,0,credit_card,8.78,0,86.4
787,16000, 60 months,11.71,B,48000,0,debt_consolidation,10.75,0,71.2
788,5600, 36 months,8.9,A,19200,0,credit_card,13.19,0,12.8
789,4800, 36 months,6.03,A,35000,0,other,14.61,0,15.1
790,25000, 60 months,14.65,C,63000,0,debt_consolidation,24.93,0,62.6
791,10000, 36 months,11.71,B,29406,1,debt_consolidation,10.41,0,82.5
792,2200, 36 months,9.91,B,26004,1,debt_consolidation,14.95,0,61.6
793,24000, 36 months,12.69,B,120000,1,credit_card,13.9,0,83.3
794,16000, 36 months,7.9,A,110000,0,credit_card,8.69,0,16.2
795,10000, 36 months,9.91,B,34000,0,credit_card,17.51,0,70.7
796,10625, 36 months,14.27,C,26500,1,debt_consolidation,15.49,0,80.4
797,9600, 36 months,14.65,C,40000,0,credit_card,5.2,0,75.3
798,12000, 36 months,8.9,A,100000,0,debt_consolidation,12.94,0,57.2
799,5000, 36 months,12.42,B,45000,0,credit_card,4.21,0,81
800,12000, 36 months,16.29,D,36000,0,credit_card,14,0,87.7
801,18000, 36 months,17.27,D,80000,0,debt_consolidation,21.43,0,63.7
802,10000, 36 months,9.91,B,50000,0,credit_card,9.1,0,37.5
803,10000, 36 months,9.91,B,75000,0,debt_consolidation,11.23,0,61.9
804,26000, 36 months,7.51,A,105000,0,debt_consolidation,15.3,0,78.6
805,17475, 36 months,9.91,B,45408,0,debt_consolidation,24.92,0,49.2
806,10400, 60 months,22.35,F,72000,1,debt_consolidation,8.82,0,99.3
807,10000, 36 months,10.65,B,67500,0,credit_card,9.3,0,77.9
808,17250, 36 months,19.42,E,60000,0,credit_card,4.08,0,72
809,10000, 36 months,6.62,A,65000,0,debt_consolidation,7.16,0,33.5
810,12000, 60 months,13.49,C,55000,1,debt_consolidation,14.49,0,50.1
811,19075, 60 months,18.25,D,48000,0,debt_consolidation,21.2,0,70.8
812,20000, 36 months,11.71,B,55000,0,credit_card,23.89,0,54.9
813,24000, 36 months,7.9,A,65000,0,debt_consolidation,22.12,0,41.4
814,17200, 60 months,17.27,D,55000,1,home_improvement,23.76,0,89
815,15000, 36 months,8.9,A,75000,0,home_improvement,21.6,0,46.9
816,10625, 36 months,11.71,B,30000,1,credit_card,23.2,0,70.4
817,8400, 36 months,14.65,C,30000,0,credit_card,15.84,0,73.3
818,16000, 36 months,15.96,C,60000,0,home_improvement,7.7,0,86.4
819,18000, 60 months,16.77,D,59000,0,credit_card,4.62,0,83.9
820,15000, 36 months,14.27,C,35000,0,credit_card,12.58,0,92
821,20675, 60 months,13.49,C,81800,0,debt_consolidation,17.85,0,61.2
822,13225, 36 months,12.69,B,65000,0,credit_card,23.48,0,86.5
823,11775, 36 months,13.49,C,44400,0,credit_card,13.11,0,82.1
824,16400, 60 months,17.27,D,61500,1,credit_card,12.51,0,72.3
825,10075, 36 months,12.42,B,46000,0,credit_card,18.63,0,55.9
826,10000, 36 months,14.27,C,62000,0,debt_consolidation,20.94,0,62.7
827,14000, 36 months,12.42,B,88000,0,debt_consolidation,9.63,0,70.9
828,13000, 36 months,9.91,B,50000,1,debt_consolidation,17.3,0,30.7
829,15000, 36 months,11.71,B,75000,0,debt_consolidation,11.7,0,79.8
830,9350, 36 months,7.51,A,100000,0,credit_card,10,0,69.4
831,18225, 36 months,12.42,B,40000,0,debt_consolidation,19.65,0,87.9
832,3600, 36 months,6.62,A,88824,0,other,11.75,0,69.5
833,5000, 36 months,16.29,D,40000,0,car,9.57,0,92.2
834,6400, 36 months,16.29,D,50000,0,debt_consolidation,22.63,0,58.7
835,12000, 60 months,16.77,D,40000,1,debt_consolidation,18.66,0,92.1
836,18000, 36 months,9.91,B,70000,0,credit_card,22.51,0,66.8
837,8075, 60 months,22.35,F,35000,0,debt_consolidation,10.73,0,0
838,15625, 36 months,8.9,A,45000,0,debt_consolidation,24.64,0,88.7
839,24000, 36 months,13.49,C,77000,0,credit_card,24.78,0,60.7
840,5000, 36 months,14.27,C,61400,1,home_improvement,21.71,0,93.1
841,7200, 36 months,9.91,B,90000,0,credit_card,8.59,0,49.9
842,5000, 36 months,14.27,C,32000,1,debt_consolidation,20.93,0,98.4
843,6600, 36 months,10.65,B,42000,0,credit_card,10.11,0,93.7
844,20000, 36 months,15.27,C,130000,0,debt_consolidation,9.67,0,46.8
845,8000, 36 months,12.42,B,35000,1,credit_card,23.79,0,76
846,12000, 36 months,9.91,B,70000,0,home_improvement,10.46,0,79.5
847,20000, 36 months,11.71,B,67000,0,credit_card,16.55,0,84
848,10000, 36 months,8.9,A,31000,0,debt_consolidation,20.79,0,75.3
849,16000, 60 months,12.69,B,50000,1,debt_consolidation,26.11,0,26
850,18000, 36 months,16.29,D,66000,0,credit_card,15.67,0,92.9
851,4000, 36 months,12.42,B,100000,0,credit_card,9.6,0,54.9
852,10000, 60 months,18.64,E,40000,1,credit_card,12.75,0,72.2
853,29500, 60 months,14.27,C,45000,0,debt_consolidation,19.09,0,47.4
854,20125, 60 months,19.42,E,103000,0,credit_card,19.7,0,95.9
855,30000, 60 months,21.28,F,137000,0,debt_consolidation,8.73,0,74
856,24000, 36 months,16.77,D,103000,0,debt_consolidation,15.34,0,92.1
857,14000, 60 months,15.96,C,75000,0,debt_consolidation,12.62,0,67.6
858,5375, 36 months,10.65,B,42000,0,credit_card,17.69,0,79.8
859,8300, 36 months,8.9,A,50000,0,debt_consolidation,6.24,0,79.1
860,7000, 36 months,8.9,A,50000,0,debt_consolidation,16.68,0,62.9
861,2425, 36 months,15.27,C,80004,0,home_improvement,23.92,0,76.8
862,6950, 36 months,9.91,B,43000,0,credit_card,20.51,0,83
863,12375, 36 months,9.91,B,32000,0,credit_card,24.3,0,79.4
864,14000, 60 months,17.27,D,60500,0,debt_consolidation,19.95,0,96.2
865,14000, 36 months,14.27,C,35000,0,debt_consolidation,8.4,0,65.7
866,5500, 36 months,14.27,C,24000,0,credit_card,22.8,0,86.5
867,4800, 36 months,14.65,C,44600,0,credit_card,15.28,0,92.5
868,9000, 36 months,12.69,B,52000,0,debt_consolidation,12.88,0,89.3
869,16000, 36 months,12.69,B,67000,0,credit_card,12.48,0,81.5
870,5000, 36 months,7.9,A,44136,0,debt_consolidation,3.37,0,87.9
871,18500, 36 months,7.9,A,36000,0,debt_consolidation,13.63,0,84.3
872,5350, 36 months,15.27,C,52000,1,home_improvement,9.46,0,80.1
873,25000, 60 months,12.69,B,65000,0,debt_consolidation,18.02,0,50.7
874,10000, 36 months,10.65,B,36000,0,credit_card,11.2,0,74.2
875,12000, 36 months,7.51,A,36500,0,debt_consolidation,24.1,0,65
876,18000, 36 months,9.91,B,40000,0,debt_consolidation,11.85,0,52.2
877,3000, 36 months,17.58,D,56604,0,other,6.78,0,96.8
878,6000, 36 months,7.9,A,23040,1,credit_card,12.66,0,62.3
879,20000, 60 months,16.77,D,90000,0,credit_card,16.77,0,77.3
880,10000, 36 months,9.91,B,52000,0,debt_consolidation,13.38,0,76
881,5875, 36 months,7.9,A,17640,0,debt_consolidation,14.63,0,43.2
882,10000, 36 months,13.49,C,86000,0,debt_consolidation,10.1,0,91.6
883,28000, 36 months,11.71,B,118075,0,debt_consolidation,15.01,0,49.6
884,11200, 36 months,11.71,B,48000,0,other,8.68,0,31.7
885,10000, 36 months,14.27,C,65000,0,credit_card,6.85,0,59.4
886,20000, 60 months,14.27,C,40000,0,debt_consolidation,20.61,0,65.8
887,9450, 36 months,14.27,C,28800,0,credit_card,18.96,0,54
888,19000, 60 months,16.77,D,38000,1,debt_consolidation,18.09,0,69.6
889,18825, 60 months,18.64,E,85000,0,debt_consolidation,14.77,0,91.2
890,20400, 60 months,17.58,D,52000,0,credit_card,17.86,0,89.7
891,21650, 36 months,12.69,B,62361,0,debt_consolidation,21.28,0,85.9
892,24000, 60 months,21.67,F,122400,1,debt_consolidation,9.98,0,25.9
893,9000, 36 months,10.65,B,45000,0,debt_consolidation,23.39,0,72.7
894,15000, 60 months,11.71,B,75000,0,credit_card,14.05,0,74.5
895,6000, 36 months,10.65,B,40000,0,debt_consolidation,20.73,0,46.8
896,5600, 36 months,7.9,A,25000,0,credit_card,10.9,0,49.5
897,7000, 36 months,10.65,B,85000,0,debt_consolidation,5.22,0,96.1
898,20300, 60 months,14.27,C,80000,1,debt_consolidation,27.76,0,59.6
899,6000, 36 months,10.65,B,55000,0,credit_card,7.99,0,62.6
900,30000, 60 months,14.27,C,62000,0,credit_card,21.25,0,44.8
901,12000, 36 months,7.9,A,110000,0,debt_consolidation,4.85,0,64.4
902,13650, 36 months,10.65,B,44000,0,credit_card,24.57,0,83.3
903,24000, 60 months,12.69,B,76000,0,debt_consolidation,21.65,0,56.3
904,6200, 60 months,18.64,E,51000,0,credit_card,10.61,0,78.8
905,25000, 60 months,14.65,C,106000,0,credit_card,7.15,0,56.4
906,12000, 36 months,13.49,C,42000,0,debt_consolidation,12.66,0,50.3
907,2300, 36 months,7.51,A,78000,1,other,10.23,0,26.1
908,8875, 36 months,10.65,B,19240,0,debt_consolidation,18.21,0,52.7
909,18800, 60 months,21.28,F,75000,1,debt_consolidation,11.73,0,93.1
910,12000, 60 months,11.71,B,75000,0,home_improvement,12.08,0,44.9
911,9000, 36 months,7.9,A,52800,0,credit_card,7.93,0,36
912,7600, 36 months,8.9,A,75000,0,debt_consolidation,16.26,0,84.3
913,16000, 60 months,11.71,B,40000,0,debt_consolidation,19.68,0,43.8
914,12000, 60 months,18.25,D,24000,0,credit_card,11.8,0,91
915,22500, 60 months,20.89,F,45000,0,major_purchase,7.65,0,45
916,20000, 60 months,18.25,D,105000,0,debt_consolidation,12.74,0,90.4
917,6000, 36 months,13.49,C,60000,0,debt_consolidation,9.82,0,72.5
918,7200, 36 months,9.91,B,53000,0,credit_card,16.14,0,77.3
919,8000, 36 months,10.65,B,46330,0,debt_consolidation,6.53,0,53.5
920,24575, 60 months,19.03,E,59000,1,credit_card,19.75,0,63.7
921,19000, 36 months,7.51,A,95000,0,debt_consolidation,5.28,0,13.7
922,14400, 36 months,15.27,C,58977,0,credit_card,12.88,0,86.4
923,8400, 36 months,12.69,B,75000,0,wedding,3.81,0,63
924,7500, 36 months,12.69,B,27000,0,debt_consolidation,13.82,0,67.6
925,30000, 60 months,20.89,F,72000,0,debt_consolidation,17.6,0,86.9
926,12375, 60 months,15.96,C,37000,0,credit_card,23.74,0,81.9
927,10000, 36 months,7.51,A,69077,0,debt_consolidation,17.37,0,63.8
928,22000, 60 months,17.27,D,54329,0,debt_consolidation,7.91,0,77.1
929,5000, 36 months,12.69,B,110000,0,other,20.02,0,62.8
930,21000, 36 months,16.29,D,63500,0,debt_consolidation,19.79,0,65.2
931,24000, 36 months,8.9,A,70000,0,home_improvement,1.77,0,36.2
932,6000, 36 months,13.49,C,30000,0,medical,10.8,0,86.3
933,4800, 36 months,6.03,A,54996,0,other,5.89,0,38.3
934,5000, 36 months,20.89,F,21000,1,other,7.14,0,99.2
935,5850, 36 months,14.65,C,38000,0,credit_card,23.59,0,91.8
936,21000, 60 months,11.71,B,75000,0,credit_card,8.88,0,82.7
937,17475, 60 months,17.27,D,56000,1,other,24.84,0,68.8
938,4750, 36 months,8.9,A,48000,0,home_improvement,10.07,0,3.7
939,5275, 36 months,7.51,A,50000,0,other,6.79,0,11.4
940,9175, 36 months,12.69,B,28500,0,debt_consolidation,19.03,0,66
941,9600, 36 months,16.77,D,37000,0,credit_card,19.62,0,58.6
942,22500, 36 months,14.27,C,70000,0,debt_consolidation,12.07,0,36.7
943,12000, 60 months,22.06,F,80000,0,medical,8.54,0,9.8
944,10050, 60 months,17.27,D,74143.68,1,home_improvement,17.54,0,89.9
945,19400, 36 months,12.69,B,50000,0,credit_card,17.66,0,72.3
946,10000, 36 months,15.27,C,42000,1,credit_card,16.37,0,81.7
947,10000, 36 months,15.27,C,53000,0,credit_card,13.77,1,68.7
948,4800, 36 months,10.65,B,22000,0,debt_consolidation,8.07,0,35.5
949,18200, 36 months,11.71,B,42000,1,debt_consolidation,20.37,0,59.6
950,6400, 36 months,12.69,B,35000,0,credit_card,14.33,0,69.6
951,2500, 36 months,15.27,C,40000,0,debt_consolidation,15.27,0,67.3
952,6300, 36 months,9.91,B,49000,0,credit_card,12.61,0,93.9
953,4400, 36 months,11.71,B,38000,0,credit_card,7.86,0,57.3
954,6000, 36 months,12.69,B,118000,0,credit_card,11.5,0,89.2
955,20500, 60 months,20.89,F,54000,0,debt_consolidation,18.02,0,0
956,17000, 60 months,13.49,C,53000,1,debt_consolidation,21.03,0,84.6
957,18000, 36 months,7.9,A,60000,0,debt_consolidation,21.22,0,71.5
958,10000, 36 months,12.69,B,44000,0,debt_consolidation,14.56,0,55.6
959,16000, 60 months,11.71,B,52000,0,credit_card,19.73,0,64
960,16000, 60 months,13.49,C,51000,0,credit_card,13.65,0,54.2
961,11100, 36 months,15.27,C,45000,1,debt_consolidation,4.64,0,95.8
962,12000, 60 months,19.42,E,40000,1,debt_consolidation,6.15,0,96.5
963,5000, 36 months,11.71,B,20000,0,credit_card,11.4,0,93.9
964,21000, 60 months,17.27,D,42000,1,debt_consolidation,15.8,0,74.2
965,10625, 36 months,11.71,B,25000,0,debt_consolidation,15.12,0,76.7
966,18500, 36 months,7.51,A,112000,1,debt_consolidation,9.02,0,9.8
967,3600, 36 months,12.42,B,30000,0,debt_consolidation,16.44,0,84.9
968,12000, 36 months,8.9,A,35000,0,credit_card,10.35,0,81.2
969,11700, 36 months,11.71,B,30000,0,credit_card,22.48,0,89.5
970,15000, 36 months,14.27,C,70000,0,debt_consolidation,15.05,0,67.2
971,13000, 36 months,9.91,B,105000,0,debt_consolidation,14.96,0,80.2
972,9500, 36 months,12.69,B,52000,1,debt_consolidation,18.95,0,64.5
973,1800, 60 months,14.27,C,92496,0,other,20.9,0,89.1
974,20000, 36 months,13.49,C,47000,0,home_improvement,19.86,0,86.4
975,6000, 36 months,8.9,A,24000,0,credit_card,11.55,0,88.7
976,13000, 36 months,17.27,D,67000,0,debt_consolidation,20.61,0,45
977,14400, 36 months,6.62,A,50000,0,debt_consolidation,25.1,0,65.1
978,5000, 36 months,7.9,A,48996,0,debt_consolidation,28.07,0,58.6
979,25000, 36 months,11.71,B,70000,0,debt_consolidation,17.14,0,48.4
980,21650, 60 months,19.03,E,49000,0,debt_consolidation,17.19,0,72.7
981,19500, 60 months,16.77,D,85470,0,debt_consolidation,20.04,0,56.9
982,5200, 36 months,14.65,C,32160,0,debt_consolidation,23.47,0,33.2
983,4000, 36 months,18.64,E,47000,1,other,12.94,0,99
984,15000, 36 months,12.69,B,62000,1,debt_consolidation,18.77,0,43.8
985,8000, 36 months,11.71,B,115000,0,credit_card,2.07,0,76.2
986,16500, 36 months,17.27,D,64000,1,credit_card,7.97,0,96
987,11900, 60 months,12.42,B,96000,0,vacation,7.67,0,7.6
988,12000, 36 months,9.91,B,40100,0,debt_consolidation,24.27,0,71.5
989,10200, 36 months,6.03,A,75000,0,debt_consolidation,10.1,0,42.7
990,12000, 36 months,11.71,B,95000,0,debt_consolidation,19.73,0,96.2
991,3000, 36 months,11.71,B,55000,1,credit_card,9.75,0,92.7
992,11000, 36 months,6.62,A,37000,0,credit_card,18.78,0,64.8
993,17000, 36 months,12.42,B,60500,0,debt_consolidation,17.91,0,61.5
994,15000, 36 months,15.96,C,60000,0,credit_card,19.52,0,73.2
995,12000, 36 months,7.51,A,52000,0,credit_card,24.16,0,70.1
996,29100, 60 months,23.91,G,95000,0,debt_consolidation,16.41,0,99.7
997,16400, 36 months,15.96,C,140000,0,credit_card,12.71,0,89.5
998,12000, 36 months,12.69,B,65000,0,credit_card,14.97,0,78.9
999,9600, 36 months,15.96,C,47000,0,credit_card,18.69,0,87.2
1000,8000, 36 months,7.51,A,28000,0,debt_consolidation,19.46,0,46.5
1001,17500, 60 months,10.65,B,45256,1,debt_consolidation,22.01,0,63.7
1002,16000, 60 months,19.91,E,70000,0,debt_consolidation,10.71,0,96.9
1003,4000, 36 months,7.9,A,70000,0,credit_card,17.33,0,54.1
1004,1500, 36 months,14.27,C,90000,0,major_purchase,9.45,0,61.4
1005,8000, 36 months,12.42,B,30000,0,debt_consolidation,13.28,0,82
1006,8000, 36 months,10.65,B,38000,0,debt_consolidation,16.83,0,59.9
1007,25000, 60 months,13.49,C,45000,0,vacation,3.65,0,0.4
1008,4000, 36 months,8.9,A,50000,0,home_improvement,22.63,0,70.8
1009,10000, 36 months,11.71,B,27000,0,credit_card,14.13,0,76.9
1010,10000, 36 months,12.42,B,40000,0,debt_consolidation,23.07,0,67
1011,6000, 36 months,8.9,A,28675.92,0,credit_card,21.47,0,68.7
1012,18000, 36 months,7.9,A,72000,0,debt_consolidation,15.05,0,69.4
1013,3300, 36 months,11.71,B,90000,0,debt_consolidation,7.21,0,60.3
1014,15000, 36 months,15.27,C,70000,1,debt_consolidation,8.25,0,91.8
1015,6000, 36 months,9.91,B,127000,0,other,18.77,0,91.7
1016,20000, 60 months,18.25,D,62500,0,debt_consolidation,20.83,0,52.3
1017,12200, 60 months,14.27,C,35000,1,debt_consolidation,13.13,1,26
1018,4200, 36 months,13.49,C,55044.48,0,moving,8.74,0,6
1019,25000, 60 months,16.77,D,81000,1,credit_card,12.62,0,70.9
1020,22575, 60 months,21.28,F,45000,0,debt_consolidation,12.99,0,78.9
1021,20000, 36 months,14.65,C,90000,0,credit_card,18.17,0,69.5
1022,18000, 60 months,15.27,C,60000,0,debt_consolidation,9.6,0,70.2
1023,10000, 36 months,12.42,B,76500,0,major_purchase,12.31,0,19.1
1024,12000, 36 months,9.91,B,63000,0,credit_card,16.48,0,75.1
1025,8000, 36 months,10.65,B,57000,0,debt_consolidation,20.53,0,69.2
1026,7175, 36 months,7.9,A,60000,1,small_business,7.9,0,94.1
1027,15000, 36 months,12.69,B,80000,0,credit_card,6.55,0,70.6
1028,12000, 36 months,12.69,B,47840,0,debt_consolidation,9.73,0,80.1
1029,20000, 60 months,18.64,E,55800,0,other,9.91,0,87.2
1030,15000, 36 months,6.03,A,130000,0,home_improvement,10.94,0,14.6
1031,12500, 36 months,11.71,B,80000,0,credit_card,5.86,0,79.2
1032,15000, 36 months,13.49,C,60000,0,credit_card,7.8,0,80.9
1033,16750, 36 months,17.58,D,48000,0,debt_consolidation,15.68,0,87
1034,8000, 36 months,7.51,A,54600,0,debt_consolidation,15.12,0,37.6
1035,10400, 36 months,11.71,B,35000,0,credit_card,13.06,0,73.6
1036,6000, 36 months,12.42,B,42000,0,major_purchase,16.66,0,91.1
1037,7000, 36 months,8.9,A,85000,0,debt_consolidation,7.07,0,33.1
1038,10000, 36 months,15.96,C,47500,0,debt_consolidation,24.71,0,65.4
1039,12000, 60 months,15.27,C,38417.6,0,credit_card,10.37,0,93.9
1040,17000, 60 months,20.89,F,84000,1,home_improvement,10.19,0,76.9
1041,16000, 36 months,14.65,C,70000,1,debt_consolidation,4.99,0,43.3
1042,10000, 60 months,15.96,C,56496,1,debt_consolidation,18.84,0,23.1
1043,8000, 36 months,6.62,A,42240,1,credit_card,12.33,0,53.5
1044,7700, 36 months,12.42,B,30000,0,debt_consolidation,13.96,0,93.2
1045,15000, 36 months,7.9,A,47000,0,credit_card,17.36,0,60
1046,30000, 60 months,18.64,E,120000,1,credit_card,9.17,0,66
1047,12000, 36 months,11.71,B,50000,0,credit_card,10.15,0,77.8
1048,1200, 36 months,7.9,A,39000,0,home_improvement,29.26,0,94.9
1049,9000, 36 months,7.51,A,26976,0,debt_consolidation,11.34,0,29.2
1050,12000, 60 months,13.49,C,50000,0,debt_consolidation,12.62,0,69.7
1051,10400, 36 months,14.27,C,45000,0,debt_consolidation,21.87,0,87.1
1052,3500, 36 months,10.65,B,57700,0,small_business,12.4,0,5.2
1053,15000, 36 months,12.42,B,90000,1,debt_consolidation,11.2,0,77.1
1054,10000, 36 months,6.03,A,80000,0,debt_consolidation,10.66,0,33.9
1055,8400, 36 months,7.51,A,72000,1,debt_consolidation,20.75,0,16
1056,12000, 36 months,9.91,B,90000,0,debt_consolidation,4.84,0,49.1
1057,22750, 60 months,20.3,E,47840,1,debt_consolidation,19.31,0,62.8
1058,20000, 60 months,20.3,E,100000,0,debt_consolidation,11.32,0,94.7
1059,8875, 36 months,8.9,A,58000,0,debt_consolidation,28.84,0,64.5
1060,5000, 60 months,14.27,C,17000,1,major_purchase,12.85,0,51.7
1061,11200, 36 months,6.62,A,45000,0,debt_consolidation,18.64,0,52.3
1062,4000, 36 months,13.49,C,90000,0,other,12.79,0,47.5
1063,15000, 36 months,12.69,B,75000,0,debt_consolidation,7.97,0,43.5
1064,15000, 36 months,7.9,A,125000,0,house,10.64,0,0
1065,2500, 36 months,12.69,B,45000,0,debt_consolidation,10.61,0,57.4
1066,14000, 60 months,13.49,C,35000,1,debt_consolidation,13.68,0,81.8
1067,6625, 36 months,6.03,A,16800,0,other,20.29,0,9.5
1068,10000, 36 months,6.62,A,45000,0,debt_consolidation,24.24,0,0
1069,12000, 60 months,19.03,E,45000,0,debt_consolidation,9.01,0,78
1070,14000, 36 months,14.65,C,85000,0,credit_card,5.55,0,70.9
1071,12875, 36 months,7.9,A,57000,0,credit_card,23.16,0,66.7
1072,22000, 36 months,17.58,D,72000,0,credit_card,18.7,0,71.6
1073,12000, 36 months,16.29,D,53000,0,debt_consolidation,22.26,0,96.8
1074,9000, 36 months,8.9,A,25600,0,debt_consolidation,17.67,0,60.8
1075,12000, 36 months,14.65,C,66000,0,credit_card,8.76,0,59.3
1076,17000, 60 months,19.03,E,57000,0,debt_consolidation,8.72,0,57.4
1077,18000, 60 months,16.77,D,55000,0,debt_consolidation,11.67,0,77.3
1078,2000, 36 months,6.03,A,33000,0,major_purchase,11.42,0,31.7
1079,8000, 36 months,12.42,B,80000,0,debt_consolidation,6.57,0,94.3
1080,10000, 36 months,12.42,B,32000,0,credit_card,23.93,0,80.6
1081,6900, 36 months,12.42,B,35000,0,debt_consolidation,23.83,0,72.4
1082,6000, 36 months,7.9,A,44720,0,debt_consolidation,11.81,0,70.7
1083,18650, 36 months,9.91,B,50000,0,debt_consolidation,21.31,0,81.5
1084,2400, 36 months,10.65,B,43080,1,debt_consolidation,21.67,0,75.4
1085,8000, 36 months,12.42,B,60000,0,debt_consolidation,22.02,0,66.5
1086,5000, 36 months,6.62,A,32500,1,other,16.32,0,27.7
1087,12500, 60 months,13.49,C,24960,0,credit_card,12.64,0,85.7
1088,20000, 60 months,17.58,D,42000,0,debt_consolidation,8.91,0,66.5
1089,4800, 36 months,6.03,A,50000,0,major_purchase,5.52,0,0
1090,30000, 36 months,9.91,B,55000,0,debt_consolidation,13.37,0,38.6
1091,25000, 60 months,22.06,F,93500,0,credit_card,10.84,0,83.9
1092,2400, 36 months,9.91,B,72000,1,wedding,17.38,0,80.8
1093,12000, 60 months,18.25,D,75000,0,debt_consolidation,17.2,0,91.1
1094,3000, 36 months,13.49,C,70000,0,car,15.17,1,92.6
1095,12000, 36 months,13.49,C,40000,0,debt_consolidation,13.65,0,50.2
1096,10000, 36 months,17.58,D,30000,1,credit_card,16.56,0,88.1
1097,10000, 36 months,13.49,C,26400,1,debt_consolidation,13.95,0,78
1098,20000, 36 months,16.77,D,65000,0,debt_consolidation,10.43,0,76.6
1099,16000, 36 months,7.9,A,70000,0,home_improvement,9,0,37.8
1100,22800, 60 months,17.27,D,68000,1,credit_card,10.02,0,65.6
1101,18000, 36 months,14.65,C,52000,0,debt_consolidation,21.37,0,89.1
1102,3500, 36 months,6.62,A,39600,0,home_improvement,0.76,0,16.1
1103,20000, 60 months,10.65,B,62400,0,debt_consolidation,24.02,0,55.1
1104,3000, 36 months,11.71,B,18000,1,small_business,24.27,0,21.5
1105,27300, 60 months,10.65,B,50000,0,debt_consolidation,25.7,0,16.8
1106,12250, 60 months,15.27,C,29323,0,debt_consolidation,13.34,0,93.8
1107,20000, 36 months,13.49,C,140000,0,credit_card,7.89,0,75
1108,4350, 36 months,16.29,D,20000,0,credit_card,20.7,0,90.5
1109,2700, 36 months,9.91,B,45000,0,credit_card,10.16,0,61.6
1110,8000, 36 months,14.27,C,50000,0,credit_card,18.6,0,56.9
1111,6000, 36 months,14.27,C,48000,0,debt_consolidation,18.02,0,72.1
1112,7000, 36 months,9.91,B,66000,0,credit_card,16.78,0,66.3
1113,7000, 36 months,7.9,A,42000,0,credit_card,18.06,0,64.4
1114,6025, 36 months,11.71,B,19200,0,credit_card,11.13,0,42.4
1115,15000, 36 months,18.25,D,61284,0,debt_consolidation,21.87,0,59.8
1116,18000, 36 months,17.27,D,140000,0,debt_consolidation,9.75,0,89.8
1117,3825, 36 months,14.27,C,26000,0,credit_card,23.12,0,61.5
1118,10000, 36 months,6.03,A,48000,0,debt_consolidation,23.55,0,5.1
1119,6000, 36 months,12.42,B,26500,0,major_purchase,20.92,0,92.6
1120,2400, 36 months,14.27,C,39990,0,other,19.68,0,92.5
1121,14000, 36 months,9.91,B,38000,0,credit_card,22.48,0,41.4
1122,13000, 36 months,10.65,B,95000,0,debt_consolidation,12.69,0,55.5
1123,4200, 36 months,6.62,A,35000,1,debt_consolidation,21.91,0,63.8
1124,7000, 60 months,22.06,F,50000,1,credit_card,11.76,0,88.7
